Postal_Code,Building_Name,Location_Description,latitude,longitude
48583,One Raffles Quay,Level 1 South Tower Concierge,1.2731997129716994,103.65365394848105
48583,One Raffles Quay,Level 1 North Tower Concierge,1.2731997129716994,103.65365394848105
18981,Marina Bay Financial Centre Tower 1,Level 1 Customer Service Counter,1.259803376511185,103.90525029949934
18983,Marina Bay Financial Centre Tower 2,Level 1 Customer Service Counter,1.3013080703582258,103.96386794639699
18983,Marina Bay Financial Centre Tower 2,Level 1 Fire Command Centre,1.3013080703582258,103.96386794639699
18984,Marina Bay Link Mall,Level B2 Marina Bay Link Mall Concierge,1.2725240211327846,103.96949659717053
18982,Marina Bay Financial Centre Tower 3,Level 1 Concierge Counter,1.4620773591037255,103.62460338560864
18982,Marina Bay Financial Centre Tower 3,Level 1 Fire Command Centre,1.4620773591037255,103.62460338560864
519640,Pasir Ris Sports Centre,Level 1 Inside Ticket Office,1.2422299433857633,103.95139284412309
519640,Pasir Ris Sports Hall,Level 2 Sports Hall,1.2422299433857633,103.95139284412309
519599,Wild Wild Wet,Level 1 First Aid Room,1.3196219125685233,103.83949805607608
519599,Wild Wild Wet,Level 1 Next To Royal Flush Ride,1.3196219125685233,103.83949805607608
519599,Wild Wild Wet,Level 1 Next To Generator Room,1.3196219125685233,103.83949805607608
469028,,Level 1 Bizlink Centre Singapore Ltd (Workshop Entrance),1.296849130602077,103.90374027349674
757704,Sembawang Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4689571212149775,103.64731410207021
757704,Sembawang Secondary School,Level 2 Inside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4689571212149775,103.64731410207021
757704,Sembawang Secondary School,Level 1 Games Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4689571212149775,103.64731410207021
757704,Sembawang Secondary School,Level 2 Inside Sports Hall (Available During Dual Use Scheme Operating Hours),1.4689571212149775,103.64731410207021
757704,Sembawang Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.4689571212149775,103.64731410207021
579838,CPF Bishan Building,Level 1 Fire Command Centre,1.466136856574806,103.86981775734156
237995,Robertson Walk,Level 1 Lift Lobby Near Shopping Mall,1.4332366099693166,103.9764273960104
237995,Robertson Walk,Level 1 Beside #01-32,1.4332366099693166,103.9764273960104
48423,Cross Street Exchange,Level 1 Near FCC,1.4521901390916647,103.79697607473068
48421,Cross Street Exchange,Level 1 Lobby,1.4252272358191325,103.81711750716393
48423,Cross Street Exchange,Level 1 Near Entrance,1.4521901390916647,103.79697607473068
48422,Cross Street Exchange,Level 1 Escalator,1.357174671252929,103.90326844961213
670234,,Level 1 Lift Lobby A,1.4337203940335055,103.73223586093769
119078,Yusof Ishak House,"Level 3 Outside CommIT, YIH Computer Centre (#03-04)",1.3830428012269047,103.75884730584028
119246,Ventus (University Campus Infrastructure),"Level 2 Inside Room #02-01, Lift Lobby",1.277454534244216,103.60563903005277
119243,Temasek Hall,"Level 1 On Pillar, Near Main Office",1.3611960946995936,103.88663483661038
119243,Temasek Hall,"Level 1 Inside Games Room, Near Entrance",1.3611960946995936,103.88663483661038
119243,Temasek Hall,"Level 1 Walkway, Near Basketball Court",1.3611960946995936,103.88663483661038
119241,Shaw Foundation Alumni House,Level 1 Reception Counter,1.311104406141516,103.60167536143071
900131,,Level 1 On Pillar Of Spectator Stand,1.264844645783174,103.9348025411982
117288,Multi-Purpose Sports Hall 1-4,"Level 1 On Wall Of MPSH 5, Facing MPSH 6",1.2593370534551622,103.66804995577482
117511,Centre for English Language Communication,"Level 1 Corridor, Outside Admin Office",1.297148925548973,103.93328063958333
119242,Eusoff Hall,"Level 1 On Pillar, Near Hall Admin Office",1.3942360095494981,103.66398823031204
119242,Eusoff Hall,"Level 1 Blk A, Outside Laundry Room",1.3942360095494981,103.66398823031204
119260,Faculty of Arts & Social Sciences (Blk AS1/AS2),"Level 1 Linkway, Near Staircase 5",1.4030135394113774,103.87601318695317
117573,Faculty of Arts & Social Sciences (Blk AS1),Level 3 Outside Department Of Sociology,1.2455830003524502,103.84194605088737
119085,National University Centre For Oral Health,Level 9 Corridor (South Wing),1.2385013230395814,103.81170606811119
117597,Blk MD11,"Level 1 Blk MD11, Near Main Entrance",1.3573375590933017,103.94606224718147
117545,Blk MD4,"Level 2 Blk MD4, Main Staircase",1.2718942057510605,103.88274588919953
117599,Blk MD6,"Level 1 Blk MD6, Security Counter",1.4241665108875639,103.67213436750411
117599,Blk MD6,"Level 3 Blk MD6, Lift Lobby",1.4241665108875639,103.67213436750411
117601,Blk MD2,"Level 1 Blk MD2, Security Counter",1.4630323655754434,103.8292115967863
117549,Yong Loo Lin School of Medicine,"Level 1 Blk MD1, Lift Lobby",1.4049920495110293,103.80516009287855
119077,Faculty of Science (Blk S3),Level 5 Lift Lobby Area (Department Of Biological Sciences),1.364495050329367,103.69858159887924
119077,Faculty of Science (Blk S1),Level 1 On Pillar Of Foyer (Department Of Biology Sciences),1.364495050329367,103.69858159887924
119077,Faculty of Science (Blk S7/S8),"Level 3 Linkway, Near Staircase 1",1.364495050329367,103.69858159887924
117543,Faculty of Science (Blk S16),Level 1 Lift Lobby Area,1.3647875481404796,103.68266663757073
119076,Faculty of Science (Blk S17),Level 1 Outside Centre For Remote Imaging Sensing And Processing (CRISP),1.2426379333405568,103.77387091127378
119077,Faculty of Science (Blk S12/S13),"Level 2 Linkway, Lift Lobby Area",1.364495050329367,103.69858159887924
119077,Faculty of Science (Blk S5),Level 1 Outside Chemistry Research Lab,1.364495050329367,103.69858159887924
119618,Sheares Hall,"Level 1 Main Lobby, Near Admin Office",1.3077882182398364,103.85112682807097
119615,Institute for System Science,Level 2 Inside Security Office,1.2932334311858573,103.70609782292586
117417,Blk COM 1,"Level 2 Blk Com 1, Outside Seminar Room 2",1.4121521497977614,103.78447994338723
117418,Blk COM 2,Level 1 Outside LT17,1.4554398929523167,103.71865602052021
119617,Kent Ridge Hall,Level 1 Outside Management Office,1.4260729490607358,103.6076752559597
117588,Hon Sui Sen Memorial Library,Level 1 Library Entrance,1.3873021065251254,103.75099190409993
119245,Mochtar Riady Building (Business School),Level 1 Outside Fire Command Centre,1.3578932771702434,103.67137615999174
227976,Lasalle College of the Arts (Winstedt Campus),"Level 1 Lasalle College of the Arts (Winstedt Campus), Along Corridor",1.43491455539807,103.96145771809391
187940,Lasalle College of the Arts (Mcnally Campus),Level 1 Block F (Near Lift Lobby),1.2265376680473805,103.79327799395965
187940,Lasalle College of the Arts (Mcnally Campus),Level 1 Fire Command Centre,1.2265376680473805,103.79327799395965
187940,Lasalle College of the Arts (Mcnally Campus),Level 1 Block E (Near Lift Lobby),1.2265376680473805,103.79327799395965
319320,Pei Chun Public School,Level 1 Blk E (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.331340450609238,103.72851987680357
319320,Pei Chun Public School,Level 1 Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.331340450609238,103.72851987680357
319320,Pei Chun Public School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.331340450609238,103.72851987680357
319320,Pei Chun Public School,Level 5 Indoor Sports Hall(Available During School Operating Hours. Approach Security Officer At Main Gate.),1.331340450609238,103.72851987680357
608546,CPF Jurong Building,Level 1 Lift Lobby C,1.2575211209929353,103.97638789584995
900010,Bedok Reservoir Park,Toilet B Near Water Venture,1.4217525469821284,103.688518705412
507102,,Level 1 Singapore Aero Engine Services (Security Guard House),1.315282408288771,103.778700284876
528833,EastPoint Mall,Level 1 Near Entrance,1.461527662357013,103.67742091554437
528833,EastPoint Mall,Level 5 Near Service Lift,1.461527662357013,103.67742091554437
449895,East Coast Park Office,Level 1 Behind NParks Office (Near Toilet),1.379569280736686,103.65156759916619
498992,Changi Beach Park,Level 1 Outside NParks Office,1.324017866804976,103.90601069048547
569362,Ang Mo Kio Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2211525974055009,103.73192590378841
569362,Ang Mo Kio Secondary School,Level 1 Outside School Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2211525974055009,103.73192590378841
569362,Ang Mo Kio Secondary School,"Level 1 Outside Health & Fitness Room, Near #E1-10 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2211525974055009,103.73192590378841
569362,Ang Mo Kio Secondary School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2211525974055009,103.73192590378841
569362,Ang Mo Kio Secondary School,Level 2 Outside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours),1.2211525974055009,103.73192590378841
737735,Woodlands Temporary Bus Interchange,Level 1 Inside Ticket Office 2,1.2226014845282298,103.70444272355796
757527,Sembawang Bus Interchange,Level 1 Inside Passenger Service Office,1.278975918717325,103.9225180673581
650631,Bukit Batok Bus Interchange,Level 1 Inside Passenger Service Office 2 (SMRT),1.394944230752388,103.66941199299019
669253,,Level 1 Absolute Kinetics Consultancy Pte Ltd (Near Foodcourt),1.2825411187608329,103.8088413911176
402004,Market & Hawker Centre,Level 1 Outside Toilet (Near Stall #01-30),1.3844974624390796,103.74201502638256
519497,Aranda Country Club,Level 3 Outside Jewel Music Box,1.2936527120413563,103.67572480280741
519497,Aranda Country Club,Level 1 Lift Lobby by Member Service Counter,1.2936527120413563,103.67572480280741
519497,Aranda Country Club,Level 1 Lift Lobby 2,1.2936527120413563,103.67572480280741
518457,White Sands,Level 2 Information Counter,1.4356933235187062,103.90513779300467
900013,Pasir Ris Park,Level 1 Outside Toilet C1,1.3691669187612456,103.72651275861391
519150,Pasir Ris Park,Level 1 Outside NParks Office,1.3440353445011115,103.75882023267683
129904,Clementi Town Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2452112455339732,103.81340693737995
129904,Clementi Town Secondary School,Level 1 School Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2452112455339732,103.81340693737995
129904,Clementi Town Secondary School,Level 2 Outside Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2452112455339732,103.81340693737995
129904,Clementi Town Secondary School,Level 1 Soccer Field Toilet (Available During Dual Use Scheme Operating Hours),1.2452112455339732,103.81340693737995
738961,Republic Polytechnic (Republic Polytechnic Centre),"Level 1 Republic Polytechnic Centre (RPC), Information Counter",1.328142495016479,103.963423517509
738962,Republic Polytechnic (The Republic Cultural Centre),"Level 1 The Republic Cultural Centre (TRCC), Beside CashCard Top-Up Machine",1.2799314936124726,103.8706380224184
737907,Republic Polytechnic (E1),"Level 1 On Pillar, Outside Library (South Entrance)",1.4690073609346386,103.98099219427675
738963,Republic Polytechnic,"Level 1 Passageway, Near Block E4 Foyer",1.4004639827993695,103.781084504791
738967,Republic Polytechnic (Sport Complex),"Level 1 Sports Complex, Lift Lobby",1.2288851430800818,103.94813663113813
738963,Republic Polytechnic,"Level 1 On Pillar, Near Block W4 Foyer",1.4004639827993695,103.781084504791
529508,CPF Tampines Building,Level 1 Near Lift Lobby,1.3648388433636072,103.68870359313075
528766,Courts Megastore,Level 1 Fire Command Centre,1.4264119837670537,103.75471755689563
148951,Blk F (MDIS Unicampus),Level 1 Fire Command Centre,1.4350868578117655,103.95979264634931
159972,Momentus Hotel Alexandra,Level 7 Swimming Pool,1.309767688420755,103.9386841802515
138667,Helios,Level 1 Passenger Lift Lobby,1.2610166961447389,103.96756693685006
138668,Centros,Level 1 Passenger Lift Lobby,1.4466454660300443,103.86556755001375
138670,Chromos,Level 1 Passenger Lift Lobby,1.42305815868588,103.911761380137
138672,Genome,Level 1 Passenger Lift Lobby,1.350977770156152,103.93141764344395
138671,Matrix,Level 1 Passenger Lift Lobby,1.2226277395429244,103.78682534469581
138673,Proteos,Level 1 Passenger Lift Lobby,1.4102650088085331,103.63682263162511
138669,Nanos,Level 1 Passenger Lift Lobby,1.3807308300991596,103.81399463413047
499739,National Service Resort and Country Club,Level 1 Main Lobby (Near POSB ATM),1.312077280831316,103.86305294790213
499739,National Service Resort and Country Club,Level 1 Golf Office,1.312077280831316,103.86305294790213
499739,National Service Resort and Country Club,Level 1 Lifeguard Room,1.312077280831316,103.86305294790213
499739,National Service Resort and Country Club,Level 1 Guardhouse,1.312077280831316,103.86305294790213
119081,Ridge View Residential College (RVRC),Level 1 Outside Ridge View College Management Office (Blk G),1.4483702129766267,103.68423508434007
129787,Kent Vale,Level 1 Guard House,1.2737307898090628,103.81067872828308
129793,Kent Vale,Level 1 Kent Vale 2 Outside Gym,1.3448462641267485,103.62585251030823
119077,University Hall,"Level 1 Lee Kong Chian Wing, Central Staircase",1.364495050329367,103.69858159887924
119613,I-Cube,Level 1 Near Security Counter,1.2779460689180082,103.72378019987393
119278,Raffles Hall,"Level 1 Lobby, Near Senior Common Room Committee (SCRC)",1.3715848776252675,103.72192704357805
119278,Raffles Hall,"Level 1 Blk 5 Corridor, Outside Room 116",1.3715848776252675,103.72192704357805
117584,Computer Centre,Level 1 Beside IT Care,1.42957095634815,103.8685250665896
119280,Kuok Foundation House,"Level 1 Lobby, Beside Notice Board",1.3807984344707498,103.69651211687645
119279,University Cultural Centre,Level 1 Outside Function Room 1,1.263248413931821,103.70887478939171
117376,Yong Siew Toh Conservatory Of Music,Level 1 Inside Fire Command Centre,1.452212318974691,103.66217853771661
689812,Lot One Shoppers Mall,Level 1 Fire Command Centre,1.4057272522953208,103.74168366024941
689812,Lot One Shoppers Mall,Level 2 Lift Lobby Area,1.4057272522953208,103.74168366024941
508505,Changi Golf Club,Level 1 Changi Golf Club Halfway House,1.2892797281723376,103.64307584396227
508513,,Level 1 Golf Course Station,1.3625680460104108,103.81703774617216
508503,Club CSC @ Changi,Level 3 Outside Bowling Centre,1.2964909530867137,103.65356421597758
508503,Club CSC @ Changi,Level 1 Outside Poolside Café,1.2964909530867137,103.65356421597758
508503,Club CSC @ Changi,Level 1 Villas Chalet Pillar (Near Lift PL2),1.2964909530867137,103.65356421597758
689578,Yew Tee Point,Level 1 Customer Service Counter,1.3260877244167784,103.87811233946256
828845,Punggol View Primary School,Level 1 Foyer (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3595274908717156,103.79616650789599
828845,Punggol View Primary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3595274908717156,103.79616650789599
828845,Punggol View Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3595274908717156,103.79616650789599
498722,Tanah Merah Country Club (Garden Course),Level 1 Swimming Pool (Opp Towel Counter),1.2666670019582547,103.8594957630078
498722,Tanah Merah Country Club (Garden Course),Level 1 Main Clubhouse (Outside Ladies Changing Room),1.2666670019582547,103.8594957630078
498722,Tanah Merah Country Club (Garden Course),Level 1 Golf Office (Outside Starter Corner),1.2666670019582547,103.8594957630078
498722,Tanah Merah Country Club (Garden Course),Level 1 Golf Maintenance Office,1.2666670019582547,103.8594957630078
179103,Raffles City,Level 1 Tower Block Information Counter,1.3061471166296466,103.65493983476381
179103,Raffles City,Level 1 Concierge Counter,1.3061471166296466,103.65493983476381
229572,8 On Claymore,Level 1 Fire Command Centre,1.3203953498109515,103.65759556093046
179030,Liang Court,Level 2 Customer Service Counter,1.4052214388721405,103.95818079169894
229469,51 Cuppage Road,Level 1 Fire Command Centre,1.386181717525848,103.63960595440584
58268,Park Regis Singapore,Level 2 Inside Gym,1.35327922161964,103.62083619327987
228220,Royal Plaza,Level 1 Fire Command Centre,1.4600803635670345,103.9788506098716
769027,SAFRA Yishun Country Club,Level 1 Security Helpdesk,1.274943731822213,103.80985443450204
769027,SAFRA Yishun Country Club,Level 1 Swimming Pool,1.274943731822213,103.80985443450204
769027,SAFRA Yishun Country Club,Level 2 Outside Gym,1.274943731822213,103.80985443450204
769027,SAFRA Yishun Country Club,Level 2 Inside Gym,1.274943731822213,103.80985443450204
769027,SAFRA Yishun Country Club,Level 2 Safra Adventure Sports Centre,1.274943731822213,103.80985443450204
228517,The Quincy Hotel,Level 1 Reception Counter Area,1.2485063957920197,103.8732213095448
729826,River Safari,River Safari (Beside Visitor Services),1.3440050477856378,103.97776897203379
729826,River Safari,River Safari (Panda Exhibit Near Exit),1.3440050477856378,103.97776897203379
729826,River Safari,"River Safari, Boat Plaza (Beside Nursing Room)",1.3440050477856378,103.97776897203379
729826,Night Safari,Night Safari Main Entrance (Beside Membership Services),1.3440050477856378,103.97776897203379
729826,Night Safari,Night Safari East Lodge (Zebra Café),1.3440050477856378,103.97776897203379
729826,Singapore Zoo,Singapore Zoo Main Entrance (Beside Visitor Services),1.3440050477856378,103.97776897203379
729826,Singapore Zoo,Singapore Zoo Ah Meng Restaurant (Opposite Tram Stop 3),1.3440050477856378,103.97776897203379
729826,Singapore Zoo,Singapore Zoo (Outside First Aid Room),1.3440050477856378,103.97776897203379
509984,Changi Beach Club,Level 1 Reception Counter,1.289635738600957,103.83140915236196
509864,CBC Sports Complex,Level 1 Reception Counter,1.3019172898239324,103.7072553997422
628925,Jurong Bird Park,Level 1 Tram Station 1,1.2868272755187964,103.91023593519336
628925,Jurong Bird Park,"Level 1 African Treetops, Main Entrance",1.2868272755187964,103.91023593519336
168937,Health Promotion Board,Level 1 Lift Lobby,1.4016897682451661,103.77281722271567
168937,Health Promotion Board,Level 6 Lift Lobby,1.4016897682451661,103.77281722271567
168937,Health Promotion Board,Level 5 Lift Lobby,1.4016897682451661,103.77281722271567
168937,Health Promotion Board,Level 4 Lift Lobby,1.4016897682451661,103.77281722271567
169078,Health Sciences Authority Building,Level 1 Beside Auditorium Entrance,1.284192216755889,103.73179683470867
540182,182 Rivervale Arc,Level 1 Senior Activity Centre,1.3508284176678678,103.74099362759476
358361,Potong Pasir Community Club,Level 1 Outside Multi-Purpose Hall,1.3644443309492562,103.95098031095243
358361,Potong Pasir Community Club,Level 2 Walkway Near Toilet,1.3644443309492562,103.95098031095243
339771,Kallang Community Club,Level 1 Outside Constituency Office,1.3419838828738602,103.84559523193222
339771,Kallang Community Club,Level 1 Inside Constituency Office,1.3419838828738602,103.84559523193222
544965,Anchorvale Community Club,Level 1 Outside Lift Lobby,1.3084800845552091,103.86986464202006
544965,Anchorvale Community Club,Level 2 Outside Lift Lobby,1.3084800845552091,103.86986464202006
327920,St Wilfred Squash & Tennis Centre,Level 1 Booking Office,1.3103503406543502,103.60668338452065
544964,Sengkang Sports Centre,Level 2 Sports Hall,1.3411802996596243,103.65747333795207
544964,Sengkang Sports Centre,Level 1 Hockey Stadium,1.3411802996596243,103.65747333795207
217664,CSC @ Tessensohn,Level 3 Inside Corporate Services Office,1.3980619656393385,103.82901173701461
217664,CSC @ Tessensohn,Level 1 Inside Planet Bowl,1.3980619656393385,103.82901173701461
217664,CSC @ Tessensohn,Level 1 Near Reception Counter,1.3980619656393385,103.82901173701461
219458,Pek Kio Community Centre,Level 2 Inside Constituency Office,1.2563430670390694,103.65427417698156
219458,Pek Kio Community Centre,Level 2 Reading Corner,1.2563430670390694,103.65427417698156
530207,Paya Lebar Kovan Community Club,Level 1 Inside Constituency Office,1.2600272451446968,103.82877221351434
530207,Paya Lebar Kovan Community Club,Level 1 Outside Constituency Office,1.2600272451446968,103.82877221351434
538776,Ci Yuan Community Club,Level 1 Outside Constituency Office,1.2407493723707048,103.70578546236676
538776,Ci Yuan Community Club,"Level 3 Lift Lobby, Next To Lift PL1",1.2407493723707048,103.70578546236676
538840,Hougang Community Club,Level 1 Outside Constituency Office,1.3778782348228085,103.96579551658725
538840,Hougang Community Club,Level 1 Lift Lobby 3,1.3778782348228085,103.96579551658725
538808,Punggol Community Club,Level 1 Outside Constituency Office,1.245979591833106,103.99797677073892
538808,Punggol Community Club,Level 1 Inside Constituency Office,1.245979591833106,103.99797677073892
427633,Joo Chiat Community Club,Level 1 Inside Constituency Office,1.3778737389063715,103.7481132730426
427633,Joo Chiat Community Club,"Level 1 Lift Lobby, Facing Room 103",1.3778737389063715,103.7481132730426
449282,Marine Parade Community Building,Level 1 Marine Parade Community Club (Inside Constituency Office),1.3596625002783107,103.79511116375407
449282,Marine Parade Community Building,Level 1 Marine Parade Community Club (Lift Lobby Entrance),1.3596625002783107,103.79511116375407
208539,City Square Mall,Level 1 Fire Command Centre,1.30063618806636,103.96945643621947
208539,City Square Mall,Level 2 Customer Service Counter,1.30063618806636,103.96945643621947
208539,City Square Mall,Level 4 Lift Lobby,1.30063618806636,103.96945643621947
208539,City Square Mall,Level B1 Near Toilet,1.30063618806636,103.96945643621947
319642,Toa Payoh West Community Club,Level 1 Outside Constituency Office,1.3021344763268914,103.865476441105
319642,Toa Payoh West Community Club,Level 1 Along Walkway,1.3021344763268914,103.865476441105
327737,Whampoa Community Club,"Level 1 Inside Constituency, Main Entrance",1.3298880302599068,103.73590632244391
327737,Whampoa Community Club,"Level 1 On Pillar, Near Lift Lobby",1.3298880302599068,103.73590632244391
319380,Toa Payoh East Community Club,Level 1 Inside Constituency Office,1.3605821004104992,103.88366787056385
319380,Toa Payoh East Community Club,Level 1 Outside Multi-Purpose Hall,1.3605821004104992,103.88366787056385
768455,Nee Soon South Community Club,Level 1 Near Popstation,1.3730086028920596,103.90108590345152
768455,Nee Soon South Community Club,"Level 2 Walkway, Near Fudu Kitchen",1.3730086028920596,103.90108590345152
768019,Nee Soon Central Community Club,Level 2 Nee Soon Central Community Club Outside Activity Room 4,1.316665239586519,103.93298332533983
768019,Nee Soon Central Community Club,Level 1 Nee Soon Central Community Club Counter,1.316665239586519,103.93298332533983
768893,Nee Soon East Community Club,Level 1 Opposite Constituency Office,1.3731565839348288,103.90207952880647
768893,Nee Soon East Community Club,Level 1 Near Basketball Court,1.3731565839348288,103.90207952880647
768677,Chong Pang Community Club,Level 1 Outside Multipurpose Hall,1.307146307254385,103.82125028753357
768677,Chong Pang Community Club,Level 3 Near Table Tennis Facility,1.307146307254385,103.82125028753357
578775,HSBC Treetop Walk,Level 1 Outside Ranger Station Office,1.295485969765485,103.88510311596957
787136,Springleaf Park,Level 1 Outside Public Restrooms,1.4411593398912619,103.8257503969092
758528,Sembawang Community Club,Level 1 Inside Constituency Office,1.2466523044953062,103.67221421801545
758528,Sembawang Community Club,Level 2 Outside Storeroom 3,1.2466523044953062,103.67221421801545
738991,Woodlands Galaxy Community Club,"Level 1 Outside Constituency Office, Next To Directory Signage",1.292856003421953,103.9122586055538
738991,Woodlands Galaxy Community Club,"Level 4 Lift Lobby, Next To Fire Hosereel",1.292856003421953,103.9122586055538
479220,Eunos Community Club,Level 1 Inside Constituency Office,1.4686575703616724,103.90417182168378
479312,Eunos Community Club,"Level 1 Outside Constituency Office, At Communal Hall",1.4028489137196114,103.87321356883423
469662,Heartbeat @ Bedok,"Level 1 Atrium, Beside Culinary Studio",1.4222101164958896,103.67398289541669
469662,Heartbeat @ Bedok,Level 2 Near Water Cooler & Dance Studio 1,1.4222101164958896,103.67398289541669
469627,Kaki Bukit Community Centre,Level 1 Near Community Space,1.4588413167086705,103.92187904924279
469627,Kaki Bukit Community Centre,Level 1 Outside Constituency Office,1.4588413167086705,103.92187904924279
738526,Woodlands Community Club,"Level 1 Outside Constituency Office, Next To Ezlink Top-Up Machine",1.4361706831751881,103.87073298174585
738526,Woodlands Community Club,Level 3 Lift Lobby,1.4361706831751881,103.87073298174585
739069,ACE The Place Community Club,Level 1 Outside Multipurpose Hall,1.3769475521481644,103.65396474464725
739069,ACE The Place Community Club,Level 2 Inside Constituency Office,1.3769475521481644,103.65396474464725
730352,Woodgrove Community Centre,"Level 1 Woodgrove Community Centre (Block 352, Outside Toilet)",1.3206593686514176,103.80369753745619
730353,Woodgrove Community Centre,"Level 1 Woodgrove Community Centre (Block 353, Inside Constituency Office)",1.4321436617328662,103.91083471059595
738597,Woodlands Stadium,"Level 1 Gate 2, Outside Stadium Office",1.3258462415195515,103.90976874613558
769131,Yishun Stadium,Level 1 Stadium Floor,1.4663053978424125,103.7436042168665
479311,Passion WaVe @ Bedok Reservoir,Level B1 Ops Office,1.3570083263981811,103.77275187035208
98917,Radin Mas Community Club,Level 1 Beside Reception Counter,1.3146911318828784,103.9329783729775
98917,Radin Mas Community Club,Level 1 Inside Constituency Office,1.3146911318828784,103.9329783729775
468961,PAssion WaVe @ East Coast,Level 1 Outside Office,1.3191592143470974,103.69313980256533
349585,Platinum 28,Level 1 Near Fireman Lift,1.3112911188001974,103.89673473440986
397804,Kallang Squash & Tennis Centre,Level 1 Inside Office,1.4601661773060457,103.70104934646785
397804,Kallang Squash & Tennis Centre,Level 1 Foyer at Squash Centre,1.4601661773060457,103.70104934646785
397805,Kallang Practice Track,Level 1 Next To Grounds Men Office,1.3514812219386092,103.641688805299
275983,Civil Service College,Level 1 Security Counter,1.375094026087227,103.9017808093535
297829,Tanglin Community Club,Level 1 Outside Multi-Purpose Hall,1.392381785759845,103.87558437944725
297829,Tanglin Community Club,Level 2 Outside Toilets,1.392381785759845,103.87558437944725
270036,Buona Vista Community Club Complex,Level 1 Inside Constituency Office,1.434714614159669,103.98281302263315
270036,Buona Vista Community Club Complex,"Level 1 On Pillar, Outside Constituency Office",1.434714614159669,103.98281302263315
279621,Ulu Pandan Community Building,Level 1 Ulu Pandan Community Club (Inside Constituency Office),1.390926615735851,103.86521352832247
279621,Ulu Pandan Community Building,Level 1 Ulu Pandan Community Club (Next To Security Counter),1.390926615735851,103.86521352832247
579799,Bishan Community Club,Level 1 Inside Constituency Office,1.3646112075395351,103.85828609776722
579799,Bishan Community Club,Level 1 Outside Multi-Purpose Hall,1.3646112075395351,103.85828609776722
409075,Kampong Ubi Community Centre,Level 1 Inside Constituency Office,1.2484862898192048,103.81445676525644
409075,Kampong Ubi Community Centre,Level 3 Rooftop Basketball Court,1.2484862898192048,103.81445676525644
417408,Kampong Kembangan Community Club,Level 2 Outside Staircase B,1.3415100690145803,103.74307840417002
417408,Kampong Kembangan Community Club,Level 3 Outside Staircase C,1.3415100690145803,103.74307840417002
757632,Canberra Community Club,"Level 1 On Pillar, Next To Lift",1.237500780820132,103.76023503768157
757632,Canberra Community Club,Level 4 Opposite Lift Lobby,1.237500780820132,103.76023503768157
259366,MOE HQ (Evans Road),Level 1 Inside Guest Office (Sport SG),1.3179644743866537,103.81477503034844
259366,MOE HQ (Evans Road),Level 1 Outside Guest Office (Sport SG),1.3179644743866537,103.81477503034844
259366,MOE HQ (Evans Road),"Level 1 Stadium Gallery Alley, Beside Fire Hose Reel",1.3179644743866537,103.81477503034844
469371,Bedok Methodist Church,Level 2 Outside The Sanctuary Hall,1.4335938328868363,103.85197487507011
169715,Tiong Bahru Community Centre,Level 2 Outside Activity Hall,1.3765774806865774,103.82432640893188
169715,Tiong Bahru Community Centre,Level 1 Outside General Office,1.3765774806865774,103.82432640893188
159682,Henderson Community Club,Level 1 Inside Constituency Office,1.3549954901012142,103.70536860955974
159682,Henderson Community Club,"Level 1 Outside Constituency Office, Main Entrance",1.3549954901012142,103.70536860955974
159049,Leng Kee Community Centre,"Level 1 Inside Constituency Office, Next To Reception Counter",1.2926290617055525,103.73380441093387
159049,Leng Kee Community Centre,"Level 1 Outside Constituency Office, Main Entrance",1.2926290617055525,103.73380441093387
169640,Kim Seng Community Centre,Level 1 Beside Staircase,1.3783515864018356,103.83336654864212
169640,Kim Seng Community Centre,Level 1 Inside Constituency Office,1.3783515864018356,103.83336654864212
467352,Bedok Community Centre,Level 2 Near Female Toilet,1.345405887206946,103.8016526232711
467352,Bedok Community Centre,Level 1 Inside Constituency Office,1.345405887206946,103.8016526232711
596569,Bukit Timah Community Club,Level 1 Outside Multi-Purpose Hall,1.412905893755852,103.80059825803266
596569,Bukit Timah Community Club,Level 2 Inside Constituency Office,1.412905893755852,103.80059825803266
